sentence,label
though it runs 163 minutes,0
convincing case,1
"the problem is that for the most part , the film is deadly dull .",0
", intelligent eyes",1
those so-so films that could have been much better,0
a harrison ford low,0
a country skunk,0
to get a coherent rhythm going,0
"attempts to fashion a brazil-like , hyper-real satire",0
the breathtakingly beautiful outer-space documentary space station 3d,1
"marshall keeps the energy humming , and",1
understands how to create and sustain a mood,1
"seagal , who looks more like danny aiello these days , mumbles his way through the movie .",0
period trappings,0
", evoking memories of day of the jackal , the french connection , and heat .",1
major opportunity to be truly revelatory about his psyche,1
of what makes dover kosashvili 's outstanding feature debut so potent,1
the people laughing in the crowd,1
makes my big fat greek wedding look like an apartheid drama,0
a story for more than four minutes,0
lively songs for deft punctuation,1
's not a fresh idea at the core of this tale .,0
that rare documentary that incorporates so much,1
"funny , moving",1
"though its story is only surface deep , the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look-see .",1
a monster movie,1
standard guns versus martial arts cliche with little new added .,0
this delicate coming-of-age tale a treat,1
disquietingly,0
between being wickedly funny and just plain wicked,1
a slam-dunk,1
refreshing .,1
succumbs to gravity and plummets to earth,0
through a prism,0
barely tolerable,0
these self-styled athletes have banged their brains into the ground so frequently and,0
angel,1
were imposed for the sake of commercial sensibilities,0
splatterfests,0
sad to say,0
this ambitious comic escapade,1
america 's knee-jerk moral sanctimony,0
feels so distant you might as well be watching it through a telescope,0
"is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .",1
"almost entirely witless and inane ,",0
"if cinema had been around to capture the chaos of france in the 1790 's , one imagines the result would look like something like this .",1
privileged moments and memorable performances,1
childhood imagination,1
is matched only by the ridiculousness of its premise .,0
had no trouble sitting for blade ii .,1
phony imagery or music,0
could only be made by african-americans because of its broad racial insensitivity towards african-americans,0
"aside from rohmer 's bold choices regarding point of view , the lady and the duke represents the filmmaker 's lifelong concern with formalist experimentation in cinematic art .",1
"boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect .",0
hungry-man portions of bad ',0
appeal beyond being a sandra bullock vehicle or a standard romantic comedy,1
compelling character,1
is just such an achievement .,1
you 'll want things to work out,1
savor the story,1
humanist ( not to mention gently political ) meditation,1
is one that any art-house moviegoer is likely to find compelling .,1
bad .,0
fails to provoke them .,0
suitably anonymous chiller,1
caring for animals and,1
"to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama",0
adaptation is intricately constructed and in a strange way nails all of orlean 's themes without being a true adaptation of her book .,1
"come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s",0
an animation landmark as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs .,1
the film more silly than scary,0
but one relentlessly depressing situation after another for its entire running time,0
love and bloodletting,1
"pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference",0
captivating and,1
being a really bad imitation of the really bad blair witch project,0
harris is affecting at times,1
our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender --,0
"an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema .",1
"it 's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires .",0
of the best next generation episodes,1
skilled actors,1
learning to compromise with reality enough to become comparatively sane and healthy,1
book-on-tape,0
take its sweet time to get wherever it 's going,0
", it will remind them that hong kong action cinema is still alive and kicking .",1
"watch for that sense of openness , the little surprises",1
"funny and , in the end , very touching",1
"mysterious , sensual , emotionally intense",1
leave you marveling at these guys ' superhuman capacity to withstand pain,1
he were stripped of most of his budget and all of his sense of humor,0
its initial excitement settles into a warmed over pastiche .,0
though its story is only surface deep,1
", letting its imagery speak for it while it forces you to ponder anew what a movie can be .",1
funny stuff,1
on the premise,1
", you 're on the edge of your seat",1
"found it slow , predictable and not very amusing",0
like an extreme action-packed film,1
"a surprising , subtle turn",1
writings to perform,1
for the under-7 crowd,0
are more involving than this mess .,0
"a riveting profile of law enforcement , and a visceral , nasty journey",1
cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want,0
if only it had the story to match .,0
high-wattage,1
", it also represents glossy hollywood at its laziest .",0
ought to be a whole lot scarier than they are in this tepid genre offering .,0
a major waste ... generic,0
"a much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian english title would have you believe .",1
it 's hard to imagine that even very small children will be impressed by this tired retread .,0
does justice both to stevenson and to the sci-fi genre .,1
the tooth and claw of human power,1
my great pleasure,1
of explosive physical energy and convincing intelligence,1
top-notch,1
distracted,0
"works well enough , since the thrills pop up frequently",1
controversial,0
"it desperately wants to be a wacky , screwball comedy",0
"arliss howard 's ambitious , moving , and adventurous directorial debut",1
"the film 's crisp , unaffected style and air of gentle longing",1
the most wondrous of all hollywood fantasies,1
"is a riveting , brisk delight .",1
"'s fun , splashy and entertainingly nasty",1
"begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining",0
"a lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .",0
a screenplay more ingeniously constructed than `` memento '',1
angry potshots,0
"poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .",0
that the theme does n't drag an audience down,1
giggly,1
into a few evocative images and striking character traits,1
a beautiful paean to a time,1
provides an accessible introduction as well as some intelligent observations on the success of bollywood,1
to be the movie 's most admirable quality,1
will gratify anyone who has ever suspected hollywood of being overrun by corrupt and hedonistic weasels .,1
"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - broadway play",1
a technically superb film,1
"a gorgeously strange movie , heaven",1
"poetry , passion , and genius",1
enough sentimental,1
it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences,0
genuine mind-bender .,1
"satin rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity .",1
the filmmakers want nothing else than to show us a good time,1
"to the overcooked , ham-fisted direction , which has all the actors reaching for the back row",0
makes an amazing breakthrough in her first starring role and,1
numbness,0
big summer movies,1
's a visual delight and a decent popcorn adventure,1
for controversy,1
one film,1
a sleep-inducing thriller,0
ham-fisted,0
a thoroughly awful movie,0
filled with crude humor and vulgar innuendo,0
those who are n't put off by the film 's austerity will find it more than capable of rewarding them .,1
a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable,1
become a household name,1
the improbable `` formula 51 '' is somewhat entertaining,1
to make us share their enthusiasm,1
"as you watch them clumsily mugging their way through snow dogs ,",0
"spiced with humor ( ' i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand )",1
on the delicious pulpiness of its lurid fiction,1
an engaging and moving portrait,1
a scummy ripoff of david cronenberg 's brilliant ` videodrome,0
a movie as artificial and soulless as the country bears,0
torture,0
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands .",0
shows off a lot of stamina and vitality,1
"low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography ,",0
"the exploitative , clumsily staged violence overshadows everything , including most of the actors .",1
"an uncomfortable movie , suffocating and sometimes almost senseless , the grey zone",0
but enjoyable documentary .,1
"takes care with the characters , who are so believable that you feel what they feel",1
", and at times uncommonly moving",1
", duvall ( also a producer ) peels layers from this character that may well not have existed on paper .",1
it is not enough to give the film the substance it so desperately needs .,0
"chris rock , ' ` anthony hopkins ' and ` terrorists",0
sentimental script,1
the rare imax movie that you 'll wish was longer than an hour .,1
only masochistic moviegoers,0
quite admirable,1
"a superlative b movie -- funny , sexy , and rousing",1
teens are looking for something to make them laugh,1
"done , running off the limited chemistry created by ralph fiennes and jennifer lopez",0
"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale ,",1
"( a ) boldly stroked , luridly colored , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .",0
"a summer entertainment adults can see without feeling embarrassed , but",1
sits in the place where a masterpiece should be .,1
"a visually stunning rumination on love , memory , history and the war between art and commerce",1
is wholly unconvincing,0
"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .",0
a routine crime,0
that 's suspenseful enough for older kids but not too scary for the school-age crowd,1
it 's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience .,0
"of this sad , compulsive life",0
probably the most good-hearted yet sensual entertainment,1
has managed to marry science fiction with film noir and action flicks with philosophical inquiry,1
the audience award for documentaries at the sundance film festival,1
can be as intelligent as this one is in every regard except its storyline,1
has all the depth of a wading pool .,0
is scott 's convincing portrayal of roger the sad cad that really gives the film its oomph,1
"charm , generosity and diplomacy",1
rambling incoherence,0
domestic tension and unhappiness,0
"tara reid plays a college journalist , but she looks like the six-time winner of the miss hawaiian tropic pageant , so i do n't know what she 's doing in here",0
to place blame,0
"manages , with terrific flair ,",1
"interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run",0
paints - of a culture in conflict with itself,0
the best 60 minutes,1
i saw it as a young boy,1
its magic,1
an unsolved murder and an unresolved moral conflict jockey for the spotlight,0
"fresh , sometimes funny , and usually genuinely worthwhile",1
"throughout all the tumult , a question comes to mind : so why is this so boring ?",0
", beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .",1
"an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise",0
"serene , the humor wry and sprightly",1
"a tribute to the actress , and to her inventive director",1
"drama ,",0
's not that funny,0
bland,0
comes ... uncomfortably close to coasting in the treads of the bicycle thief .,0
you 'll wait in vain for a movie to happen .,0
a vastly improved germanic version,1
"lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers",1
grace that still leaves shockwaves,1
fun-seeking summer audiences,1
its utterly misplaced earnestness,0
ache with sadness ( the way chekhov is funny ),1
"a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies",0
's a satisfying summer blockbuster and worth a look,1
blandly,0
stiletto-stomps the life out,0
"painful , horrifying and oppressively tragic",0
at the residents of a copenhagen neighborhood coping with the befuddling complications life,1
crummy,0
aimlessly,0
it should be interesting,1
halfway through this picture i was beginning to hate it,0
"genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen",1
it 's informative and breathtakingly spectacular,1
"a fascinating , unnerving examination of the delusions of one unstable man .",1
right direction,1
"; not the craven of ' a nightmare on elm street ' or ` the hills have eyes , ' but the sad schlock merchant of ` deadly friend",0
is a little scattered -- ditsy,0
lil bow wow takes the cake,1
for its elegantly colorful look and sound,1
"finely crafted , finely written",1
of bewitched that takes place during spring break,1
good cinematography,1
the awe,1
were wonderful,1
"laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling",1
lustrous polished,1
bored cage,0
does not make for much of a movie .,0
"after sitting through this sloppy , made-for-movie comedy special",0
's equally distasteful to watch him sing the lyrics to `` tonight .,0
better film,1
from its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale,1
grow impatient,0
a meatier,1
a huge sacrifice of character and mood,0
"destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal",1
stands for milder is n't better,0
"as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch",1
"shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .",0
be in a contest to see who can out-bad-act the other,0
will find their humor-seeking dollars best spent elsewhere,0
snl '' has-been,0
"mesmerize , astonish and entertain",1
the hours represents two of those well spent,1
that this is n't something to be taken seriously,0
italian pinocchio,1
"the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it",0
"deep down , i realized the harsh reality of my situation",0
how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? '',0
sixties-style slickness,1
unleashes,1
for sick and demented humor simply,0
mundane '70s,0
demeaning its subjects,0
is a mess from start to finish,0
nostalgic comments from the now middle-aged participants,1
"contains all the substance of a twinkie -- easy to swallow , but scarcely nourishing",0
is how well it holds up in an era in which computer-generated images are the norm .,1
drags,0
"feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark .",1
to think about the ways we consume pop culture,1
"schaeffer is n't in this film , which may be why it works as well as it does .",1
is a load of clams left in the broiling sun for a good three days,0
that it no longer recognizes the needs of moviegoers for real characters and compelling plots,0
that washington most certainly has a new career ahead of him,1
... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... the film 's ending has a `` what was it all for ? '',0
"makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian",0
visuals and enveloping sounds,1
funny thrill,1
"the slapstick is labored , and",0
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,0
", deeply absorbing piece",1
the inspiration of the original,1
seeming at once both refreshingly different and reassuringly familiar,1
overstating,0
overweight and out of shape,0
no doubt that this film asks the right questions at the right time in the history of our country,1
describe how bad it is,0
a clear-eyed portrait,1
the year 's worst cinematic tragedies,0
"tell you anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes",0
"as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air",1
"about compassion , sacrifice , and christian love",1
"does n't deliver a great story , nor is the action as gripping as in past seagal films .",0
manages to string together enough charming moments to work,1
holds the film together with a supremely kittenish performance that gradually accumulates more layers,1
realistic portrayal,1
pretentious in a way that verges on the amateurish,0
's the brilliant surfing photography bringing you right inside the massive waves that lifts blue crush into one of the summer 's most pleasurable movies .,1
poverty,0
no lika da accents so good,0
martial arts and gunplay with too little excitement and zero compelling storyline,0
throws away,1
plot conceits,0
based on ugly ideas instead of ugly behavior,0
"`` shakes the clown '' , a much funnier film with a similar theme and an equally great robin williams performance",1
"the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart",1
"its true-to-life characters , its sensitive acting",1
"'s insecure in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships",1
"paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .",1
has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,1
moral favorite,1
this is a film that manages to find greatness in the hue of its drastic iconography .,1
a sleeper success,1
"the percussion rhythm , the brass soul and",1
low-rent --,0
", unlike those in moulin rouge , are crisp and purposeful without overdoing it",1
this dreck,0
is no doubt that krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone,1
better acting and a hilarious kenneth branagh,1
catching for griffiths ' warm and winning central performance,1
socially encompassing,1
graced with the kind of social texture and realism that would be foreign in american teen comedies,1
this a charmer,1
utterly painful to watch,0
feel sorry for mick jagger 's sex life,0
"ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies .",0
"is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .",0
this a high water mark for this genre,1
"laughably , irredeemably awful .",0
"taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating",0
"... despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '",1
's probably not easy to make such a worthless film,0
"generous , inspiring film",1
"just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart , time of favor presents us with an action movie that actually has a brain .",1
a revealing look at the collaborative process,1
funny and human and,1
"fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget",1
ca n't swim represents an engaging and intimate first feature by a talented director to watch,1
to sleep or bewildered by the artsy and often pointless visuals,0
"a heart , mind or humor",1
feature-length stretch,0
"( clooney 's ) debut can be accused of being a bit undisciplined , but",0
"an artful , intelligent film that stays within the confines of a well-established genre .",1
starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers .,0
forced funniness,0
be seen everywhere,0
what makes the film special,1
as crisp and to the point,1
"the wonderfully lush morvern callar is pure punk existentialism ,",1
"paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers",0
the author 's devotees will probably find it fascinating ; others may find it baffling .,0
"is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham",1
can feel the love .,1
with no reason for being,0
is not enough to give the film the substance it so desperately needs .,0
popcorn,1
that shockingly manages to be even worse than its title,0
of russian cultural identity and a stunning technical achievement,1
contemporary chinese life that many outsiders will be surprised to know,1
"the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill",1
funny film,1
wo n't feel cheated by the high infidelity of unfaithful .,1
all too familiar ...,0
trained to live out and carry on their parents ' anguish,0
a delightful surprise,1
more often than not hits the bullseye,1
a surprisingly funny movie .,1
the belly laughs,1
to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product,0
the film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-oscar kind of way,0
that will capture the minds and hearts of many,1
like mere splashing around,0
macabre,0
been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened,0
pretty decent kid-pleasing,1
big mistake .,0
you had already seen that movie,0
with an expressive face reminiscent of gong li and a vivid personality like zhang ziyi 's,1
and altogether creepy,0
is lacking,0
"sorvino makes the princess seem smug and cartoonish , and",0
dies,0
", unholy hokum .",0
a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity,1
"fun and funny in the middle ,",1
darkly funny and,1
"with originality , humor and pathos",1
an all-star salute,1
"absurd plot twists ,",0
situates it all in a plot as musty as one of the golden eagle 's carpets,0
"should shame americans , regardless of whether or not ultimate blame",0
when ` science fiction ' takes advantage of the fact that its intended audience has n't yet had much science,0
terror the heroes of horror movies try to avoid,0
disappointed by a movie in a long time,0
"that the film comes off winningly , even though it 's never as solid as you want it to be",1
minority report,0
for an unfocused screenplay,0
too great,1
skillful and moving,1
go down in the annals of cinema,1
a grating,0
speeds up,1
"an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness",1
unaware that it 's the butt of its own joke,0
the numerous scenes,1
translate well to film,1
a cold movie,0
engross even the most antsy youngsters,1
with the precision of the insurance actuary,1
an adorably whimsical comedy that deserves more than a passing twinkle,1
have to see this !,1
"'s face is ) an amazing slapstick instrument ,",1
"ryan gosling is , in a word , brilliant as the conflicted daniel .",1
weak and,0
is rote drivel aimed at mom and dad 's wallet .,0
useless,0
paints an absurdly simplistic picture .,0
becomes distasteful and downright creepy,0
tidal,1
has humor and heart and very talented young actors,1
"illuminates what it means sometimes to be inside looking out , and at other times outside looking in .",1
"-- not the first , by the way --",0
its core,1
abandon the theater,0
is nothing funny in this every-joke-has - been-told-a - thousand-times - before movie .,0
one of the more intelligent children 's movies to hit theaters this year .,1
obvious political insights,1
shallow and glib,0
raunchy as south park,0
the typical hollywood disregard for historical truth and realism is at work here,0
though jay roach directed the film from the back of a taxicab,0
the best film,1
it appears as if even the filmmakers did n't know what kind of movie they were making .,0
to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor,1
has its share of belly laughs ( including a knockout of a closing line ),1
sit through this summer that do not involve a dentist drill,0
an expert thriller,1
being able to give full performances,1
tov to a film about a family 's joyous life,1
frank capra 's classic,1
superficiality and,0
the director is a magician,1
minutely detailed wonders,1
any country,0
throw smoochy from the train !,0
"holland lets things peter out midway , but",0
"boredom to the point of collapse ,",0
would do better elsewhere .,0
a crass and insulting homage to great films,0
fulford-wierzbicki ... deftly captures the wise-beyond-her-years teen .,1
": an atrociously , mind-numbingly , indescribably bad movie",0
is unconvincing soap opera that tornatore was right to cut .,0
"the story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge .",0
a seven rip-off,0
lacks even the most fragmented charms i have found in almost all of his previous works .,0
's horribly wrong,0
is n't exactly profound cinema,0
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable .",1
of faith in the future,1
me feel unclean,0
quite entertaining,1
: celebrity cameos do not automatically equal laughs .,0
"from start to finish , featuring a fall from grace that still leaves shockwaves",1
can make interesting a subject you thought would leave you cold,1
a sham,0
thumbs down,0
of this emotional car-wreck,0
cancer,0
wannabe film --,0
"than into the script , which has a handful of smart jokes",1
a funny no-brainer,1
elegantly appointed,1
"injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again",1
a distinct rarity,1
"the fun of the movie is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .",1
just a string,1
rises above the level of a telanovela .,1
with only weak claims to surrealism and black comedy,0
the beautiful images and solemn words,1
bugged me,0
past his prime,0
"... not that i mind ugly ; the problem is he has no character , loveable or otherwise .",0
incredibly inane,0
there 's likely very little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ),0
fulfilling,1
perry 's good and his is an interesting character,1
disconcertingly,0
infuriating about full frontal,0
"come by once in a while with flawless amounts of acting , direction , story and pace",1
"real-life basis is , in fact , so interesting that no embellishment is",1
in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j.,0
stays with you long after you have left the theater,1
that the lack of linearity is the point of emotional and moral departure for protagonist alice,0
deliver a riveting and surprisingly romantic ride,1
light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection .,1
it is hard to tell who is chasing who or why,0
is that it 's also one of the smartest,1
of the worst movies of the year,0
"formulaic , its plot and pacing typical hollywood war-movie stuff ,",0
excels,1
an unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode .,0
as clear and reliable an authority on that,1
acted by diane lane and richard gere .,1
pummel us,0
moving tale,1
"informative , intriguing , observant",1
"the same way goodall did , with a serious minded patience , respect and affection",1
", today , can prevent its tragic waste of life",0
the most original american productions,1
a 60-second homage,1
ca n't possibly be enough,0
gentlemen,1
most of the dialogue made me want to pack raw dough in my ears .,0
the lively intelligence,1
poetry in motion captured on film .,1
"sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours .",0
is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .,1
has never been filmed more irresistibly than in ` baran,1
"in an irresistible junior-high way ,",1
too slow for a younger crowd,0
those moviegoers who would automatically bypass a hip-hop documentary should give `` scratch '' a second look .,1
"a wonderful , imaginative script",1
"the real star of this movie is the score , as in the songs translate well to film ,",1
is undeniably subversive and involving in its bold presentation,1
unsuccessful attempt,0
my little eye is the best little `` horror '' movie i 've seen in years .,1
's more enjoyable than i expected,1
denzel washington 's fine performance in the title role,1
moments of spontaneous creativity and authentic co-operative interaction,1
"does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight",1
's better,1
told a nice little story in the process,1
of last summer 's bloated effects,0
as delightful,1
the river,1
a solid and refined piece of moviemaking,1
a tribute to the power of women to heal,1
overly convenient plot twists,0
"a moving , if uneven , success",1
unblinkingly pure as,1
is a total misfire .,0
", stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr. drew barrymore .",0
digitally altered footage,0
among the year 's most intriguing explorations of alientation .,1
both ugly and mindless,0
with some powerful people,1
like this movie a lot,1
companion piece,1
"cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels",0
it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work .,0
pandering,0
in that greasy little vidgame pit in the theater lobby,0
often incisive satire and unabashed sweetness,1
men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic,0
like a mix of cheech and chong,1
"hurried , badly cobbled look",0
these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field,1
"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ...",0
coffee,1
presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet,1
balances real-time rhythms,1
the plot almost arbitrary,0
it 's not even a tv special you 'd bother watching past the second commercial break,0
narrative banality,0
treads old turf,0
has delivered a solidly entertaining and moving family drama,1
"mr. wollter and ms. seldhal give strong and convincing performances ,",1
"relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius",1
moving,1
", wonderful",1
of a beautifully sung holiday carol,1
an enjoyable choice for younger kids,1
in spite of clearly evident poverty and hardship,1
"an ungainly movie , ill-fitting",0
"one of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace",1
of quirky characters and an engaging story,1
eisenstein delivers .,1
been called freddy gets molested by a dog,0
in a joyous communal festival of rhythm,1
"does all of this , and more",1
dishonest,0
best thing,1
soon-to-be-forgettable '' section,0
expects something special but,0
is that it counts heart as important as humor .,1
"its recycled aspects , implausibility , and sags in pace",0
all credibility flies out the window .,0
"its hawaiian setting , the science-fiction trimmings and",1
"the film has ( its ) moments , but they are few and far between",0
can only point the way -- but thank goodness for this signpost .,1
"like me , think an action film disguised as a war tribute is disgusting to begin with",0
"sly , intricate magic",1
"rhapsodize cynicism , with repetition and languorous slo-mo sequences ,",0
with complications,1
of those unassuming films that sneaks up on you and stays with you long after you have left the theater,1
an impressive style,1
hard-hitting,1
by its end offers a ray of hope to the refugees able to look ahead and resist living in a past,1
derring-do,1
"will take you places you have n't been , and also places you have .",1
"a tender , heartfelt family drama .",1
engage,1
it 's splash without the jokes .,0
"i 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cliché .",0
-- and gross --,0
a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .,1
godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ...,0
to even categorize this as a smutty guilty pleasure,0
trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed,0
"leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time .",1
"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments .",1
", director robert j. siegel allows the characters to inhabit their world without cleaving to a narrative arc .",1
moment,1
injects freshness and spirit,1
"you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary",0
", clever",1
"bland , surfacey way",0
"perfectly acceptable , occasionally very enjoyable children 's",1
"ladles on the local flavor with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza",1
does a disservice,0
beneath it,0
fights a good fight on behalf of the world 's endangered reefs,1
"nicole holofcenter , the insightful writer/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully",1
sincere grief and mourning in favor of bogus spiritualism,0
maintains an appealing veneer,1
a little better than sorcerer 's stone .,1
get your money back,0
corny,0
is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann,1
sinks into by-the-numbers territory .,0
the new film of anton chekhov 's the cherry orchard puts the ` ick ' in ` classic . ',0
cheats on itself and retreats to comfortable territory .,0
but it was n't .,0
"does n't care about cleverness , wit or any other kind of intelligent humor .",0
to feel good about,1
that tears welled up in my eyes both times,1
"shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers",1
slow scenes,0
"turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions",1
the annoyance,0
is neither dramatic nor comic,0
pair that with really poor comedic writing,0
the film was better than saving private ryan,1
get more re-creations of all those famous moments,1
"satin rouge is not a new , or inventive , journey",0
vibrantly colored and beautifully designed,1
